Timesteps,Average Return,Standard Error
727000,-6551927.122342749,5873616.330353395
728000,-54664503.75787802,48164997.58138066
729000,-293987070.6929274,242406183.06779718
730000,-787506349.5678958,544962991.477574
731000,-2511472839.3051076,1792253284.9529037
732000,-3438751766.3787622,2004206295.2599502
733000,-5069886286.24397,2557079461.993331
734000,-6995134770.180772,3164325437.92575
735000,-12638665144.79798,6383913466.080861
736000,-18889799925.35418,8823839888.948313
737000,-22929655733.417744,9617231392.609095
738000,-29269552792.679237,11374359689.134634
739000,-39856348961.70957,15301571593.070343
740000,-50291495049.2477,18265358138.869354
741000,-70123722692.68173,26515269964.350185
742000,-93811524251.32591,35004840067.44534
743000,-130298700814.49957,49748179750.09842
744000,-201373292855.46536,85385856594.67032
745000,-311940771640.5034,137653018319.97873
746000,-433115073270.67615,180910885831.6588
747000,-606057742472.2653,246659162082.32715
748000,-800032084665.3794,309417734102.5801
749000,-1114288492085.8853,434143465589.26025
750000,-1558655806035.248,611608671981.131
751000,-2139137681073.827,830397106164.3499
752000,-2891695865812.465,1103649956160.0007
753000,-3777084629543.355,1393883730981.4126
754000,-4475944153701.689,1540662004569.0513
755000,-5349155324070.872,1746523201749.1755
756000,-6225275301541.638,1927828729475.573
757000,-7347246175003.22,2196147197557.1812
758000,-8902817195757.236,2643876403562.3696
759000,-10543009843477.29,3059634836639.7104
760000,-12157071013537.186,3405901584545.12
761000,-14151009282643.2,3879611906329.892
762000,-15056544943816.525,3950556740274.229
763000,-16012775811972.342,4027925222215.0205
764000,-17082518058363.863,4124863116441.7607
765000,-18295664535655.82,4249356531157.629
766000,-19644105513517.85,4400423683400.557
767000,-21164305397231.023,4588503771893.435
768000,-22930033710047.51,4836690718808.356
769000,-24739300436022.656,5079818677269.854
770000,-27004344695554.953,5455544594985.458
771000,-29738301607670.63,5973790063642.865
772000,-32730952574130.895,6540079570812.506
773000,-36261586317950.77,7266508210052.922
774000,-39882166828350.47,7946942739994.841
775000,-47088786376504.87,10431759128245.926
776000,-55681066884540.64,13184028548538.793
777000,-68869119493808.39,18202131641349.996
778000,-73252611404995.64,18555395523849.68
779000,-80415594973366.02,19611318371660.555
780000,-88437363048449.5,20866422277061.19
781000,-94308810799511.9,21427823763125.824
782000,-100612025413726.27,22058918084577.777
783000,-106657078994196.1,22596659298129.086
784000,-113035863405810.23,23179390907492.82
785000,-120354711230664.56,23953458942928.242
786000,-128597889110689.36,24923815342142.79
787000,-141450138739977.94,27416594337820.227
788000,-154165907125342.6,29593420873782.355
789000,-167858301000387.62,31924275811561.562
790000,-182871379891352.44,34523855523288.113
791000,-199259251335123.97,37387643066366.86
792000,-216262414074520.44,40203128885869.305
793000,-234786227919646.9,43311336169520.66
794000,-254958000069262.97,46733094725900.125
795000,-277721178315787.0,50802457772096.72
796000,-302830293050283.8,55367734497614.61
797000,-330040974525670.7,60280997212924.94
798000,-359550347621758.06,65582830446838.42
799000,-391536998635848.3,71302214581725.03
800000,-426040195485044.2,77410503992623.56
801000,-463230861830805.75,83933342360464.75
802000,-503332140698837.8,90913774542541.86
803000,-546441941523622.25,98342329709894.92
804000,-592871431107488.8,106291739717233.64
805000,-635654818283876.1,112261957085031.64
806000,-688182984046752.2,121105604708186.25
807000,-744589580675773.6,130537708704466.08
808000,-804779614045123.9,140464827182823.75
809000,-869192710131710.9,151000520599524.53
810000,-937790754694246.9,162071877932893.5
811000,-1010410187421509.0,173568727464872.78
812000,-1087179488807198.1,185497503618366.2
813000,-1168444267657516.8,197940042621127.03
814000,-1254259954237377.5,210868518926394.94
815000,-1344520394008216.2,224202606342645.66
816000,-1439217544353315.2,237903842914773.8
817000,-1537275990144201.2,251584963711169.7
818000,-1638577578892064.0,265216544971567.34
819000,-1742344547153195.8,278566184306887.3
820000,-1849261321421289.5,291873750995345.7
821000,-1958619939781681.5,304934989126757.9
822000,-2070951185456455.8,317926389134753.1
823000,-2184971516541328.8,330492371551122.0
824000,-2300829192315554.5,342711342456787.5
825000,-2418667393476729.5,354648468247131.1
826000,-2538136973123285.5,366233045070921.25
827000,-2659369004802749.0,377521930671590.94
828000,-2782421926580582.0,388546726660701.75
829000,-2907632192386718.0,399401674391085.4
830000,-3034719570464651.0,410025664515885.94
831000,-3162966191835686.0,420262252703228.06
832000,-3293451914764486.5,430374747269241.8
833000,-3399990842533636.0,435249573958944.6
834000,-3533296610665289.5,444938940356772.44
835000,-3668649330295454.5,454471690420949.1
836000,-3805263204862470.0,463680034728415.7
837000,-3943876384334903.5,472728864485103.8
838000,-4084243989450294.5,481568835589552.7
839000,-4226641666720391.5,490259266958213.6
840000,-4370100402378429.5,498602822114581.6
841000,-4515336196205610.0,506753526232352.4
842000,-4662065768981930.0,514654925734288.4
843000,-4810764666325853.0,522403973429708.8
844000,-4961021069403795.0,529925960095540.1
845000,-5112942203385066.0,537243585318592.2
846000,-5238668135997523.0,539864326439351.4
847000,-5393810607152364.0,546882847195673.5
848000,-5550980012612115.0,553752816595631.4
849000,-5709596185398962.0,560392602962734.5
850000,-5869994263409560.0,566865525225897.8
851000,-6031880427660488.0,573117884402957.2
852000,-6194796730038316.0,579078395959953.6
853000,-6360051132829484.0,584966662498876.4
854000,-6526311681684915.0,590454074703519.8
855000,-6694754159179072.0,595846593856758.4
856000,-6864944467445957.0,601014829936878.8
857000,-7036404995784819.0,605943032622622.8
858000,-7177443229716727.0,606177013489104.6
859000,-7351033850072055.0,610682933923466.2
860000,-7526995906344435.0,615048478565420.0
861000,-7704380519878671.0,619224677991181.5
862000,-7884540913413012.0,623007375840694.2
863000,-8066427076306790.0,626542906200457.2
864000,-8249689202355269.0,629787142652104.2
865000,-8435086308506596.0,632867022957163.0
866000,-8622327989773760.0,635725172813835.8
867000,-8810537930303009.0,638225135780391.6
